ID,City,State,Start_Time,Severity,Start_Lat,Start_Lng,Weather_Condition,Temperature(F),Precipitation(in),Visibility(mi),Humidity(%),Distance(mi)
A-6418740,San Francisco,CA,2021-02-20 14:16:00,2,37.802618,-122.45746499999998,Partly Cloudy,59.0,0.0,10.0,60.0,0.097
A-1164168,Bronx,NY,2021-02-06 08:10:03,2,40.826019,-73.872803,Partly Cloudy,35.0,0.0,10.0,50.0,0.0
A-6305091,Tampa,FL,2021-04-10 17:56:00,2,27.976243,-82.456232,Heavy Rain,64.0,0.0,3.0,94.0,0.057
A-6298830,Buena Vista,VA,2021-07-23 02:22:00,2,37.730722,-79.31258299999998,Fair,70.0,0.0,10.0,84.0,0.175
A-912057,Miami,FL,2021-09-06 17:59:36,3,25.787064,-80.20051600000002,Light Rain with Thunder,80.0,0.0,10.0,79.0,0.0
A-5685601,Horsham,PA,2021-11-16 08:14:00,2,40.176076,-75.12309499999998,Fair,37.0,0.0,10.0,67.0,0.395
A-1106726,Madison,TN,2021-03-25 22:12:10,3,36.265415,-86.737656,Mostly Cloudy,67.0,0.0,10.0,84.0,0.0
A-5816147,Miami,FL,2021-05-28 13:54:27,2,25.840977,-80.32198000000002,Partly Cloudy,86.0,0.0,10.0,53.0,2.213
A-5587755,Dallas,TX,2021-11-05 15:10:13,2,32.898213,-96.810434,Fair,59.0,0.0,10.0,46.0,4.158
A-6402879,Junction,TX,2021-02-14 16:06:00,4,30.52614,-99.842331,Light Snow,16.0,0.0,2.0,71.0,26.42
A-908531,Charlotte,NC,2021-09-08 19:35:43,2,35.146725,-80.819229,Fair,78.0,0.0,10.0,81.0,0.0
A-868225,Lawrence,MA,2021-10-08 09:14:42,2,42.706612,-71.138962,Fair,60.0,0.0,10.0,90.0,0.0
A-6401544,Raleigh,NC,2021-02-11 20:49:12,2,35.870597,-78.715339,Light Rain,39.0,0.08,6.0,93.0,0.127
A-930412,Atlanta,GA,2021-08-20 16:23:37,3,33.920238,-84.316612,Partly Cloudy,83.0,0.0,10.0,67.0,0.0
A-912339,Houston,TX,2021-09-06 10:52:14,2,29.689403999999996,-95.557404,Fair,78.0,0.0,10.0,79.0,0.0
A-6215671,Henrietta,NY,2021-10-26 08:50:00,2,43.028948,-77.628736,Rain,47.0,0.08,2.0,97.0,0.143
A-6129925,Shortsville,NY,2021-11-28 12:58:33,2,42.98642277697093,-77.30273365937566,Light Snow,32.0,0.0,8.0,85.0,2.974
A-1136626,Christiana,PA,2021-02-27 12:41:44,2,39.94614,-76.044533,Fog,41.0,0.0,0.25,100.0,2.4100000858306885
A-6050576,Prosperity,SC,2021-08-13 12:32:55,2,34.252274,-81.486963,Fair,88.0,0.0,10.0,58.0,6.81
A-6455589,Crestline,CA,2021-02-07 17:47:00,2,34.238527000000005,-117.266303,Fair,66.0,0.0,7.0,28.0,0.234
A-5603576,Atlanta,GA,2021-12-21 10:57:00,2,33.74227,-84.391459,Rain,40.0,0.1,5.0,73.0,1.469
A-793745,Fresno,CA,2021-12-03 15:21:08,2,36.762459,-119.77533,Haze,69.0,0.0,3.0,45.0,0.0
A-5853845,West Newton,PA,2021-08-22 07:13:00,2,40.189336,-79.698784,Fair,68.0,0.0,4.0,87.0,2.319
A-5669275,Orlando,FL,2021-12-06 16:05:36,2,28.466979,-81.417537,Mostly Cloudy,82.0,0.0,10.0,45.0,0.366
A-775768,Dallas,TX,2021-12-16 18:31:38,3,32.661743,-96.726181,Fair,61.0,0.0,7.0,60.0,0.0
A-5562718,Winston-Salem,NC,2021-04-09 18:26:00,2,36.11943125707569,-80.23376584014781,Partly Cloudy,80.0,0.0,10.0,35.0,0.189
A-6440191,Sacramento,CA,2021-01-17 16:31:00,2,38.501634,-121.431724,Fair,67.0,0.0,10.0,45.0,0.083
A-6548992,Riverside,CA,2021-01-03 00:01:00,2,33.980401,-117.340003,Fair,47.0,0.0,10.0,80.0,0.452
A-814482,Columbus,OH,2021-11-17 08:15:08,2,39.899529,-82.924812,Fair,58.0,0.0,10.0,81.0,0.0
A-6534927,Dallas,TX,2021-01-30 23:29:30,4,32.798191,-96.792865,Fair,57.0,0.0,10.0,37.0,0.121
A-991491,Simpsonville,SC,2021-06-24 18:20:20,2,34.758659,-82.24073800000002,Partly Cloudy,79.0,0.0,10.0,51.0,0.0
A-5656024,Bergen,NY,2021-09-19 20:57:04,2,43.013836,-78.103447,Fair,59.0,0.0,10.0,72.0,0.433
A-5935701,Blairsville,PA,2021-05-27 20:43:00,2,40.421326,-79.34459,Fair,61.0,0.0,10.0,77.0,0.954
A-864101,Atlanta,GA,2021-10-12 21:47:58,3,33.749161,-84.383759,Fair,71.0,0.0,10.0,81.0,0.0
A-873254,Tulsa,OK,2021-10-06 08:53:52,2,36.139301,-95.96711,Cloudy,62.0,0.0,4.0,96.0,0.0
A-5741557,West Springfield,PA,2021-06-29 06:00:00,2,41.956498,-80.447406,Fair,72.0,0.0,7.0,93.0,0.7959999999999999
A-764373,Houston,TX,2021-12-27 05:22:26,2,29.788115,-95.370956,Cloudy,71.0,0.0,10.0,84.0,0.0
A-810883,Land O Lakes,FL,2021-11-19 06:36:52,2,28.260889,-82.475174,Cloudy,68.0,0.0,10.0,93.0,0.0
A-6479819,Rancho Cucamonga,CA,2021-01-24 08:33:00,2,34.094851,-117.543044,Fog,41.0,0.0,0.5,100.0,0.8690000000000001
A-5957034,Charlottesville,VA,2021-03-01 05:41:00,2,38.019357919511705,-78.43479752503187,Fog,50.0,0.0,1.0,93.0,0.283
A-5646123,Bonita Springs,FL,2021-11-16 13:38:00,2,26.330518,-81.809083,Fair,80.0,0.0,10.0,43.0,0.211
A-1146229,Bowman,SC,2021-02-19 08:44:05,2,33.360531,-80.571968,Cloudy,40.0,0.0,10.0,93.0,0.0
A-6398820,Austin,TX,2021-02-05 20:55:00,2,30.326097,-98.028368,Fair,45.0,0.0,10.0,75.0,0.08
A-5818119,Bronx,NY,2021-05-18 05:15:00,2,40.896978,-73.880351,Fair,63.0,0.0,10.0,48.0,3.768
A-6259061,Miami,FL,2021-12-11 15:09:00,2,25.819027,-80.20615599999998,Partly Cloudy,81.0,0.0,10.0,69.0,0.913
A-906774,Liberty,MO,2021-09-09 16:08:36,3,39.217007,-94.474571,Fair,81.0,,10.0,39.0,0.0
A-5768801,Grass Valley,CA,2021-06-26 09:04:00,2,39.155987,-120.975547,Fair,79.0,0.0,7.0,34.0,0.138
A-915496,Bartow,FL,2021-09-01 18:01:21,2,27.909349,-81.761269,Fair,75.0,0.0,9.0,94.0,0.0
A-1151228,Elmhurst,IL,2021-02-16 17:24:08,2,41.931431,-87.939667,Mostly Cloudy,19.0,0.0,10.0,62.0,0.0
A-801885,Palmetto,FL,2021-11-28 13:27:40,2,27.602501,-82.539375,Fair,71.0,0.0,10.0,25.0,0.0
A-5719511,Hayward,CA,2021-10-07 06:44:00,2,37.631484,-122.084465,Mostly Cloudy,57.0,0.0,10.0,77.0,2.29
A-5678591,Rochester,NY,2021-07-08 17:14:29,2,43.173945,-77.68344599999998,Light Rain,71.0,0.01,1.0,93.0,0.035
A-6220587,Miami,FL,2021-03-10 05:21:00,2,25.687904,-80.335325,Mostly Cloudy,70.0,0.0,10.0,55.0,0.197
A-6399986,Firebaugh,CA,2021-02-11 21:01:00,2,36.77823400000001,-120.657146,Cloudy,56.0,0.0,7.0,87.0,1.002
A-1011286,Morrisville,NC,2021-06-09 08:27:38,2,35.82325,-78.825287,Cloudy,75.0,0.0,10.0,90.0,0.1700000017881393
A-5777040,Crestline,CA,2021-07-17 16:48:00,2,34.235934,-117.30491,Fair,100.0,0.0,10.0,16.0,0.119
A-1011192,Fletcher,NC,2021-06-09 21:32:07,3,35.399612,-82.508415,Fair,71.0,0.0,10.0,90.0,0.0
A-5830140,Phoenix,AZ,2021-12-03 13:15:00,2,33.426321,-112.029169,Fair,75.0,0.0,10.0,24.0,0.877
A-5847141,Arroyo Grande,CA,2021-12-23 18:20:00,2,35.146285,-120.54283999999998,Light Rain,57.0,0.04,2.0,93.0,0.215
A-5708814,Miami,FL,2021-12-11 15:32:40,2,25.93976,-80.204971,Fair,81.0,0.0,10.0,65.0,0.193
A-950500,Saint Paul,MN,2021-08-02 07:05:34,2,44.976959,-93.089684,Cloudy,63.0,0.0,10.0,81.0,0.2700000107288361
A-801072,Houston,TX,2021-11-29 08:52:15,2,29.78013,-95.307388,Fair,56.0,0.0,10.0,80.0,0.0
A-6183602,San Bernardino,CA,2021-03-20 22:33:00,2,34.344565,-117.447272,Cloudy,56.0,0.0,10.0,63.0,0.71
A-5515333,Grand Terrace,CA,2021-04-26 05:43:04,2,34.039092,-117.318892,Cloudy,54.0,0.0,10.0,69.0,0.6679999999999999
A-6103826,Visalia,CA,2021-07-16 17:12:00,2,36.326536,-119.314149,Fair,96.0,0.0,10.0,23.0,0.011
A-5604393,Dallas,TX,2021-03-05 00:09:52,2,32.807414,-96.817688,Mostly Cloudy,60.0,0.0,10.0,49.0,0.069
A-6181253,Williamston,SC,2021-05-19 18:38:57,2,34.61237,-82.460884,Fair,79.0,0.0,10.0,39.0,0.0819999999999999
A-5804917,Olanta,SC,2021-04-13 20:17:07,2,33.939031362371736,-79.93166327438388,Fair,66.0,0.0,10.0,60.0,0.029
A-5519913,Baton Rouge,LA,2021-12-10 09:45:00,2,30.420995,-91.140545,Cloudy,76.0,0.0,10.0,87.0,0.157
A-6133711,Cedar City,UT,2021-10-14 05:29:00,2,37.596620321094534,-112.92654633468186,Fair,31.0,0.0,10.0,79.0,5.109
A-6237854,Charlotte,NC,2021-04-01 05:25:30,2,35.20104600000001,-80.762284,Fair,45.0,0.0,10.0,53.0,0.134
A-5547794,Los Angeles,CA,2021-06-27 22:52:30,2,34.093655,-118.206341,Fair,68.0,0.0,10.0,76.0,0.799
A-5470619,Diamond Springs,CA,2021-08-31 12:48:00,2,38.68801,-120.827519,Fair,90.0,0.0,10.0,10.0,0.032
A-6404066,Oakdale,PA,2021-02-04 02:38:00,2,40.384372,-80.186092,Fair,15.0,0.0,10.0,84.0,1.368
A-1090477,Tulsa,OK,2021-04-08 14:05:59,2,36.061089,-96.010262,Fair,73.0,0.0,10.0,19.0,0.0
A-783732,Louisville,KY,2021-12-10 20:41:20,3,38.195675,-85.73349,Cloudy,65.0,0.0,10.0,87.0,0.0
A-5947494,San Bernardino,CA,2021-06-22 01:21:30,2,34.201033,-117.416523,Fair,69.0,0.0,10.0,61.0,1.012
A-6494580,Baton Rouge,LA,2021-02-07 22:27:00,2,30.441132,-91.057384,Fair,44.0,0.0,10.0,85.0,0.134
A-5703206,Santa Clara,CA,2021-07-06 15:08:30,2,37.325886,-122.005597,Fair,72.0,0.0,10.0,55.0,2.354
A-6316191,Saint Paul,MN,2021-12-28 21:06:31,2,44.956828,-93.1947,Cloudy,23.0,0.0,9.0,78.0,0.302
A-3823150,Daytona Beach,FL,2021-12-31 22:16:00,2,29.174826,-81.08631700000002,Fair,70.0,0.0,6.0,93.0,0.374
A-773165,Laguna Hills,CA,2021-12-18 00:08:08,3,33.614681,-117.707802,Fair,53.0,0.0,10.0,47.0,0.0
A-5002105,Fredericksburg,VA,2021-12-30 12:34:30,2,38.34000800000001,-77.492956,Cloudy,54.0,0.0,10.0,86.0,0.995
A-1101209,Castle Rock,WA,2021-03-30 05:43:59,3,46.323311,-122.913025,Cloudy,36.0,0.0,10.0,89.0,4.429999828338623
A-762667,Los Angeles,CA,2021-12-28 06:33:32,2,34.154888,-118.288795,Fair,43.0,0.0,8.0,93.0,0.0
A-6191219,North Miami Beach,FL,2021-08-05 17:35:46,2,25.94373106944111,-80.12122034988346,Thunder in the Vicinity,79.0,0.11,10.0,77.0,0.575
A-1045053,Conway,SC,2021-05-14 07:11:01,2,33.784451000000004,-79.020767,Fair,45.0,0.0,10.0,93.0,0.0
A-803023,Providence,RI,2021-11-26 14:06:27,3,41.819140999999995,-71.418442,Light Rain,45.0,0.0,10.0,82.0,0.0
A-6462107,Tampa,FL,2021-01-25 17:15:00,2,27.964721,-82.443348,Fair,77.0,0.0,10.0,69.0,0.5820000000000001
A-4493731,Tarzana,CA,2021-12-30 06:13:30,2,34.17328,-118.540816,Rain,51.0,0.06,3.0,89.0,0.585
A-792472,Cleveland,OH,2021-12-06 05:42:22,2,41.438522,-81.795441,Rain,54.0,0.19,5.0,90.0,0.0
A-6437799,Hatfield,PA,2021-02-05 00:04:08,2,40.27492,-75.294359,Fair,27.0,0.0,10.0,85.0,0.077
A-6254944,Washington,DC,2021-07-21 13:39:30,2,38.908867,-76.93719200000002,Heavy T-Storm,81.0,0.0,5.0,65.0,2.376
A-6306136,Chandler,AZ,2021-07-01 08:02:00,2,33.28708291037899,-111.87003493255676,Mostly Cloudy,86.0,,10.0,40.0,0.283
A-6158007,Portsmouth,VA,2021-11-14 02:30:18,2,36.858845,-76.31411700000002,Fair,45.0,0.0,10.0,60.0,0.408
A-5566591,Ashburn,VA,2021-06-15 12:13:00,2,38.999817,-77.476171,Fair,76.0,0.0,10.0,52.0,0.098
A-6027756,Butler,GA,2021-11-18 16:55:00,2,32.558658,-84.237527,Mostly Cloudy,75.0,0.0,10.0,57.0,0.057
A-1094980,Pasadena,TX,2021-04-05 08:18:37,2,29.64712,-95.207863,Mostly Cloudy,63.0,,6.0,100.0,0.0
A-891862,Birmingham,AL,2021-09-20 19:33:18,2,33.383808,-86.807487,Mostly Cloudy,78.0,0.0,10.0,81.0,0.0
A-1137302,Denver,PA,2021-02-26 10:35:49,2,40.216244,-76.074089,Fair,43.0,0.0,10.0,37.0,32.18000030517578
A-5678714,Toms River,NJ,2021-11-10 16:16:25,2,39.95486140232108,-74.2066919800081,Fair,66.0,0.0,10.0,45.0,0.8440000000000001
A-887342,South El Monte,CA,2021-09-23 02:23:34,2,34.039856,-118.051689,Fair,71.0,0.0,10.0,66.0,0.0
A-6363000,Greenville,SC,2021-02-24 12:34:33,2,34.842403999999995,-82.469841,Fair,70.0,0.0,10.0,24.0,0.41
A-1178020,Spartanburg,SC,2021-01-27 15:36:39,2,34.935551000000004,-82.003281,Partly Cloudy,61.0,0.0,10.0,55.0,0.0
A-5475395,Kissimmee,FL,2021-09-11 14:54:00,2,28.259994,-81.43746999999998,Rain,86.0,0.0,7.0,70.0,0.0819999999999999
A-1071222,Delray Beach,FL,2021-04-23 16:23:14,3,26.430481,-80.09024000000002,Mostly Cloudy,78.0,0.0,10.0,66.0,0.0
A-6358870,Tillamook,OR,2021-02-09 02:09:55,2,45.481756,-123.699005,Fog,32.0,0.0,2.0,93.0,1.238
A-6118240,Kingwood,TX,2021-06-08 12:07:49,2,30.053326,-95.256651,Partly Cloudy,90.0,0.01,10.0,57.0,0.014
A-1055564,Woodlyn,PA,2021-05-06 13:47:58,3,39.871494,-75.348083,Partly Cloudy,63.0,0.0,10.0,38.0,0.0
A-6001524,Zebulon,NC,2021-04-23 16:37:44,2,35.818908,-78.311086,Partly Cloudy,63.0,0.0,10.0,30.0,0.076
A-1094907,Birmingham,AL,2021-04-05 18:07:37,3,33.548466,-86.779449,Fair,76.0,0.0,10.0,27.0,0.0
A-902606,Lafayette,CA,2021-09-13 07:42:46,2,37.89539,-122.113731,Haze,62.0,0.0,6.0,84.0,0.0
A-5959094,Manassas,VA,2021-06-23 17:35:20,2,38.741286,-77.454634,Partly Cloudy,73.0,0.0,10.0,42.0,0.206
A-5911917,Westminster,CA,2021-09-17 08:34:00,2,33.758928000000004,-118.025715,Cloudy,65.0,0.0,8.0,74.0,0.117
A-5544756,Orlando,FL,2021-10-25 15:47:00,2,28.547889,-81.16119499999998,Thunder in the Vicinity,82.0,0.0,10.0,82.0,0.108
A-6021721,Cedarpines Park,CA,2021-12-27 16:05:00,2,34.25821423514243,-117.2912943357597,Light Rain,45.0,0.0,3.0,81.0,0.8270000000000001
A-6527112,Okahumpka,FL,2021-01-28 14:56:00,2,28.761101,-81.944907,Fair,63.0,0.0,10.0,37.0,0.557
A-5702660,Joanna,SC,2021-10-30 15:24:12,2,34.41077,-81.820011,Cloudy,61.0,0.0,10.0,72.0,0.105
A-6428550,Shreveport,LA,2021-01-18 01:27:00,2,32.439121,-93.737778,Fair,34.0,0.0,10.0,79.0,0.072
A-6375207,San Leandro,CA,2021-01-29 20:25:00,2,37.724276,-122.154866,Mostly Cloudy,50.0,0.0,10.0,77.0,0.01
A-5525050,Williams,CA,2021-03-24 17:06:00,2,39.091168641857664,-122.34519839228464,Fair,68.0,0.0,10.0,23.0,3.528
A-6401996,Santa Ana,CA,2021-02-20 21:12:30,2,33.74303,-117.840301,Fair,57.0,0.0,10.0,62.0,0.5670000000000001
A-6140644,Jackson,MS,2021-07-10 14:23:53,2,32.288103,-90.228346,Mostly Cloudy,87.0,0.0,10.0,65.0,3.079
A-5863037,Columbia,SC,2021-05-06 14:41:35,2,34.105481,-80.95343199999998,Partly Cloudy,75.0,0.0,10.0,40.0,0.118
A-6325306,Buffalo,WY,2021-12-27 18:56:52,2,44.21350121477026,-106.15478396365091,Light Snow,1.0,0.06,0.75,79.0,2.267
A-5792004,Dayton,OH,2021-09-28 17:13:30,2,39.63615059833701,-84.18335080106648,Fair,82.0,0.0,10.0,52.0,1.001
A-6069655,Meridian,ID,2021-10-27 07:49:00,2,43.593353032857934,-116.38588786069684,Fair,46.0,0.0,10.0,100.0,0.998
A-6539626,Los Angeles,CA,2021-01-14 12:13:00,2,33.982358000000005,-118.286454,Fair,79.0,0.0,10.0,20.0,0.467
A-6457361,Minneapolis,MN,2021-02-18 17:44:34,2,44.883507,-93.246777,Light Snow,14.0,0.0,6.0,67.0,0.813
A-871777,Belmont,CA,2021-10-07 06:38:44,2,37.527138,-122.268814,Partly Cloudy,55.0,0.0,10.0,77.0,0.0
A-926366,Grand Rapids,MI,2021-08-24 07:47:32,2,42.8778,-85.471725,Cloudy,70.0,0.0,8.0,93.0,0.0
A-1184140,Fair Play,SC,2021-01-22 07:42:35,2,34.48938,-83.022385,Fair,42.0,0.0,10.0,85.0,0.0
A-926752,Lebec,CA,2021-08-24 07:30:43,3,34.874557,-118.891899,Fair,67.0,0.0,9.0,31.0,0.0
A-5568001,Ona,WV,2021-06-30 14:15:30,2,38.43134522419724,-82.2121202941789,T-Storm,79.0,0.16,10.0,84.0,2.03
A-5729368,Virginia Beach,VA,2021-05-19 05:28:30,2,36.882844,-76.133676,Fair,52.0,0.0,7.0,93.0,0.518
A-917257,Harrisburg,PA,2021-08-31 07:48:34,2,40.242359,-76.80544300000003,Fair,74.0,0.0,10.0,85.0,0.0
A-6549111,Pensacola,FL,2021-01-06 22:23:00,2,30.374402000000003,-87.334979,Mostly Cloudy,56.0,0.0,10.0,64.0,0.027
A-5576215,Vicksburg,MS,2021-06-10 14:32:21,2,32.362938,-90.695807,Light Rain,73.0,0.07,8.0,84.0,4.664
A-6169453,Arcadia,FL,2021-10-05 18:09:00,2,27.200239,-81.84881999999998,Cloudy,86.0,0.0,10.0,63.0,0.311
A-6434882,Cedar Rapids,IA,2021-02-05 02:27:53,2,41.926885,-91.643732,Haze,8.0,0.0,4.0,80.0,0.338
A-804463,Tewksbury,MA,2021-11-25 10:19:29,2,42.614861,-71.241203,Fair,45.0,0.0,10.0,44.0,0.0
A-838251,East Elmhurst,NY,2021-11-01 17:21:06,2,40.770836,-73.869514,Fair,60.0,0.0,10.0,38.0,0.0
A-1130549,Danvers,MA,2021-03-04 18:59:44,2,42.574413,-70.971497,Fair,33.0,0.0,10.0,31.0,0.0
A-1001885,Charlotte,NC,2021-06-16 18:46:01,2,35.236366,-80.775192,Fair,84.0,0.0,10.0,33.0,0.0
A-6021506,Orlando,FL,2021-07-05 16:12:49,2,28.539091,-81.309969,Mostly Cloudy,92.0,0.0,10.0,59.0,0.066
A-5788977,Palo Alto,CA,2021-10-05 16:19:00,2,37.42635,-122.13921,Mostly Cloudy,66.0,,10.0,68.0,0.025
A-6389502,Corona,CA,2021-02-21 06:48:48,2,33.881514,-117.548012,Fair,56.0,0.0,10.0,26.0,0.072
A-5513273,Pomona,CA,2021-09-13 11:14:30,2,34.024855,-117.750702,Fair,84.0,,10.0,33.0,0.7070000000000001
A-6536924,Pittsburgh,PA,2021-02-23 15:29:00,2,40.332273,-79.945942,Mostly Cloudy,46.0,0.0,10.0,54.0,0.203
A-5980103,Ephrata,PA,2021-10-22 14:53:30,2,40.133419,-76.21341600000002,Cloudy,63.0,0.0,10.0,58.0,0.183
A-5521565,Miami,FL,2021-04-09 04:33:00,2,25.684749,-80.43242,Fair,61.0,0.0,10.0,90.0,0.163
A-3956872,Boonsboro,MD,2021-12-30 13:54:30,2,39.544031,-77.718335,,,,,,0.179
A-6323240,Indianapolis,IN,2021-07-24 10:29:00,2,39.69775557499076,-86.14355206448488,Partly Cloudy,81.0,0.0,8.0,67.0,1.689
A-5899160,Lake Zurich,IL,2021-04-08 02:58:30,2,42.164985,-88.05948199999997,Light Rain,66.0,0.0,10.0,73.0,0.312
A-872577,Bowman,SC,2021-10-06 16:24:19,3,33.319454,-80.549103,Light Rain,77.0,0.02,10.0,94.0,0.0
A-1175533,Diamond Bar,CA,2021-01-29 00:33:36,2,33.968303999999996,-117.848915,Cloudy,46.0,,10.0,93.0,0.0
A-5753111,Willow Grove,PA,2021-06-11 13:05:32,2,40.162078,-75.124948,Light Rain,63.0,0.04,5.0,87.0,0.083
A-6470819,Powell Butte,OR,2021-02-12 07:25:23,2,44.24744000000001,-120.947121,Cloudy,14.0,0.0,10.0,74.0,0.209
A-6090763,Greensburg,PA,2021-06-24 12:14:00,2,40.231478,-79.525948,Fair,75.0,0.0,20.0,41.0,0.162
A-6546437,Austin,TX,2021-02-12 03:29:00,2,30.303349,-97.714191,Cloudy,31.0,0.0,7.0,85.0,2.9930000000000003
A-5930750,Mount Crawford,VA,2021-10-14 20:43:28,2,38.377112,-78.918612,Fair,60.0,0.0,10.0,93.0,0.754
A-6461527,Spartanburg,SC,2021-01-20 13:15:49,2,34.911693,-82.055422,Fair,54.0,0.0,10.0,28.0,0.047
A-5624710,Tulare,CA,2021-09-16 14:01:00,2,36.210831,-119.491557,Fair,87.0,0.0,9.0,31.0,0.5770000000000001
A-5800134,Fairfax Station,VA,2021-10-19 06:49:30,2,38.795947,-77.336007,Fair,40.0,0.0,10.0,94.0,1.0490000000000002
A-5517868,Castro Valley,CA,2021-10-08 17:02:30,2,37.69438,-122.073765,Fair,62.0,0.0,10.0,58.0,0.096
A-789099,Virginia Beach,VA,2021-12-08 07:05:35,2,36.907619,-76.067436,Light Rain,49.0,0.0,10.0,69.0,0.0
A-5569764,Riverside,CA,2021-08-30 16:34:00,2,33.906188,-117.456969,Fair,87.0,0.0,10.0,36.0,1.053
A-6178102,Dallas,TX,2021-07-06 02:18:30,2,32.74486899360301,-96.81380867911903,Fair,72.0,0.0,10.0,93.0,0.903
A-5736784,Santa Monica,CA,2021-11-12 19:19:30,2,34.019973,-118.491926,Fair,72.0,0.0,10.0,41.0,0.3
A-5517829,Aptos,CA,2021-06-09 07:57:30,2,36.964975,-121.866844,Fair,53.0,0.0,10.0,77.0,2.745
A-814896,Birmingham,AL,2021-11-17 20:25:46,3,33.471027,-86.761475,Fair,64.0,0.0,10.0,67.0,0.0
A-5549337,San Ramon,CA,2021-07-06 23:22:00,2,37.77144600000001,-121.972505,Fair,57.0,0.0,10.0,83.0,0.585
A-5548187,Bedford,PA,2021-11-18 18:47:00,2,39.804643,-78.66964399999998,Partly Cloudy,42.0,0.0,10.0,67.0,0.057
A-6171917,Fort Lauderdale,FL,2021-10-04 21:53:00,2,26.039561033124727,-80.3523194786055,Mostly Cloudy,79.0,0.0,10.0,79.0,0.81
A-5809144,Jacksonville,FL,2021-07-02 12:53:09,2,30.330201,-81.674965,Mostly Cloudy,80.0,0.03,7.0,87.0,2.249
A-6427976,Hacienda Heights,CA,2021-01-25 15:18:00,2,34.002971,-117.951255,Fair,55.0,0.0,10.0,43.0,1.526
A-5751903,Pensacola,FL,2021-10-21 16:06:00,2,30.438923,-87.280883,Cloudy,80.0,0.0,10.0,69.0,0.078
A-5640003,North East,MD,2021-06-04 19:02:00,4,39.6202719209689,-75.9509646888926,Mostly Cloudy,74.0,0.0,9.0,59.0,0.574
A-920421,Amherst,OH,2021-08-30 20:37:30,3,41.362576,-82.28439300000002,Fair,72.0,0.0,10.0,91.0,0.0
A-5570975,Austell,GA,2021-09-17 15:43:17,2,33.776443,-84.597002,Cloudy,78.0,0.0,10.0,76.0,2.253
A-6352772,New York,NY,2021-01-31 09:04:57,2,40.731256,-73.97365500000002,Fair,20.0,0.0,10.0,57.0,0.11
A-1001673,Falmouth,MA,2021-06-16 17:28:27,2,41.552238,-70.611069,Partly Cloudy,68.0,0.0,10.0,52.0,0.0
A-945955,Houston,TX,2021-08-05 05:19:18,2,29.870581,-95.458977,Cloudy,76.0,0.0,7.0,85.0,0.0
A-6537376,Camp Verde,AZ,2021-02-07 17:43:00,2,34.578942,-111.884754,Fair,55.0,0.0,10.0,23.0,0.176
A-5625596,Verona,NY,2021-06-11 03:22:00,2,43.196511,-75.55503399999998,Fair,60.0,0.0,10.0,55.0,0.1689999999999999
A-5761366,Oakland,CA,2021-12-02 17:41:30,2,37.841332,-122.270137,Mostly Cloudy,56.0,0.0,8.0,87.0,0.296
A-6567061,Orange,CA,2021-02-19 16:11:00,2,33.83491873725016,-117.83612608853416,Fair,69.0,0.0,10.0,22.0,0.045
A-792618,Saint Clair Shores,MI,2021-12-05 19:32:41,3,42.48064,-82.916771,Light Rain,40.0,0.04,6.0,89.0,0.0
A-906144,Nashville,TN,2021-09-09 03:51:47,2,36.157829,-86.790825,Fair,62.0,0.0,10.0,80.0,0.0
A-6224537,Los Angeles,CA,2021-08-27 06:20:30,2,34.121347,-118.479416,Fair,60.0,0.0,9.0,90.0,8.81
A-6227948,Prosperity,SC,2021-12-22 22:49:30,2,34.210695,-81.52525899999998,Fair,41.0,0.0,10.0,45.0,0.63
A-5590004,Laguna Beach,CA,2021-12-14 07:28:00,2,33.591309,-117.753413,Rain,60.0,0.01,2.0,83.0,0.736
A-6222833,Salt Lake City,UT,2021-10-27 10:31:00,2,40.71384072284358,-111.80643439239591,Mostly Cloudy,49.0,0.0,10.0,56.0,0.083
A-6318525,Glenfield,NY,2021-07-10 11:30:35,2,43.710553,-75.4086,Partly Cloudy,74.0,0.0,10.0,53.0,0.049
A-1144844,South Amboy,NJ,2021-02-20 23:21:13,2,40.436043,-74.251091,Fair,26.0,0.0,10.0,63.0,0.0
A-1077224,Raleigh,NC,2021-04-19 08:33:55,2,35.903079999999996,-78.60372199999998,Mostly Cloudy,53.0,0.0,10.0,80.0,0.0
A-5493589,Dresher,PA,2021-10-23 10:35:30,2,40.126007795142534,-75.16958355867781,Cloudy,51.0,0.0,10.0,79.0,0.225
A-6148969,Paso Robles,CA,2021-07-18 10:32:00,2,35.621594,-120.685923,Fair,83.0,0.0,10.0,27.0,0.828
A-5639544,Fredericksburg,VA,2021-06-17 12:57:30,2,38.291586,-77.4759,Fair,74.0,0.0,10.0,29.0,1.216
A-1163558,Costa Mesa,CA,2021-02-08 17:56:34,3,33.689007000000004,-117.919357,Fair,55.0,0.0,10.0,74.0,0.0
A-831643,Littleton,CO,2021-11-05 06:00:34,2,39.578941,-105.026154,Fair,43.0,0.0,10.0,38.0,0.0
A-838087,La Puente,CA,2021-11-02 05:20:25,3,34.046616,-118.008743,Cloudy,58.0,0.0,4.0,93.0,0.0
A-6310231,Fort Worth,TX,2021-10-12 17:09:08,2,32.619175,-97.322072,Mostly Cloudy,84.0,0.0,10.0,66.0,0.361
A-6116917,York,PA,2021-10-28 08:38:30,2,40.015639,-76.741375,Fair,51.0,0.0,10.0,77.0,2.271
